timestamp,experiment,num_episodes,num_steps,method,reward_strat,lr,explore_rate,disc_rate,time_cost,shortest_path,test_accuracy
1778305804,reward_strategy,500,200,QLearning,s1,0.2,0.5,1,0.5071821212768555,"(495, 52)",0.4925373134328358
1778305804,reward_strategy,500,200,QLearning,s2,0.2,0.5,1,0.49086904525756836,"(193, 57)",0.5010660980810234
