timestamp,experiment,num_episodes,num_steps,method,reward_strat,lr,explore_rate,disc_rate,time_cost,shortest_path,test_accuracy
1778305794,com,500,200,SARSA,s1,0.2,0.15,0.9,0.1072850227355957,"(269, 41)",0.705685618729097
