timestamp,experiment,num_episodes,num_steps,method,reward_strat,lr,explore_rate,disc_rate,time_cost,shortest_path,test_accuracy
1778305640,reward_strategy,500,200,SARSA,s1,0.2,0.5,1,0.25519394874572754,"(471, 58)",0.31769722814498935
1778305640,reward_strategy,500,200,SARSA,s2,0.2,0.5,1,0.21909093856811523,"(314, 48)",0.35394456289978676
